Value,Count
Chrome,4400
DuckDuckGo,3
Facebook,1675
Firefox,16
Google Search App,27
Huawei Browser,3
Instagram,52
Microsoft Edge,138
Miui Browser,92
Opera,51
Safari,332
Samsung Browser,139
UCBrowser,1
